"county","city","zip","street","price","br","lsqft","bsqft","year","date","long","lat"
"Contra Costa County","Lafayette",94549,"3398 La Caminita",880000,2,11830,1752,"1930","2006-02-12",-122.10917,37.920035
"Santa Clara county","Sunnyvale",94087,"915 Mango Avenue",665500,5,5663,1506,"1953","2004-10-24",-122.052692,37.364645
"Contra Costa County","Walnut Creek",94597,"351 Caroni Street",748000,NA,NA,NA,NA,"2003-12-28",-122.047373,37.909956
"Santa Clara County","Santa Clara",95054,"2197 Weston Place",661000,3,2178,1244,"1998","2005-04-03",-121.960668,37.39324
"Contra Costa County","Concord",94521,"5543 Alabama Drive",390000,4,7000,1360,"1961","2003-11-23",-121.955105,37.941813
"Santa Clara County","West San Jose",95129,"1033 Craig Drive",881000,3,6534,1133,"1959","2005-12-25",-122.0152,37.307764
"Solano County","Vallejo",94590,"1 Howard Avenue",405000,3,5662,1291,"1941","2005-02-13",-122.232857,38.121158
"Alameda County","Berkeley",94702,"1353 Channing Way",478000,2,3300,963,"1915","2004-05-02",-122.284439,37.863661
"Sonoma County","Santa Rosa",95409,"1713 Las Raposas Court",325000,3,NA,1220,"1973","2004-11-14",-122.704646,38.448611
"Sonoma County","Petaluma",94954,"1846 Downing Street",375000,3,1742,1350,"1993","2004-02-08",-122.628014,38.262419
"Sonoma County","Windsor",95492,"239 Belfiore Lane",5e+05,3,7003,1489,"1994","2005-06-05",-122.827007,38.561273
"San Francisco County","San Francisco",94124,"601 La Salle Avenue",340000,3,NA,1360,"1981","2005-03-06",-122.372963,37.727557
"Sonoma County","Santa Rosa",95403,"2436 Penbrooke Avenue",530000,3,5602,1836,"1994","2004-12-05",-122.759031,38.476639
"San Mateo County","San Bruno",94066,"203 Boardwalk Avenue \#A",310000,1,NA,540,"1971","2005-03-27",-122.428434,37.630638
"Alameda County","Newark",94560,"4836 Humber Place",729000,4,12865,1822,"1969","2004-12-19",-122.036261,37.559698
"Alameda County","Hayward",94541,"347 Willow Avenue #6",265000,2,NA,1015,"1980","2004-10-17",NA,NA
"Alameda County","Dublin",94568,"7251 Thames Court",640000,4,6807,1708,"1966","2005-10-23",-121.925111,37.713762
"Contra Costa County","Walnut Creek",94596,"320 North Civic Drive",170000,1,575,517,"1972","2003-08-31",-122.059278,37.909775
"Santa Clara County","East San Jose",95127,"11954 Flagler Street",505000,2,5227,1195,"1952","2005-02-27",-121.834524,37.380336
"Solano County","Fairfield",94534,"4726 Antelope Circle",550000,4,6783,1686,"1994","2005-10-02",-122.132735,38.175626
"Alameda County","Oakland",94605,"6679 Brann Street",365000,2,2565,802,"1946","2005-07-17",-122.18002,37.770503
"Santa Clara County","West San Jose",95126,"1226 Yosemite Avenue",950500,4,9583,3256,"1920","2005-11-06",-121.912988,37.328413
"Solano County","Vacaville",95688,"7889 English Hills Road",290000,NA,885574,NA,NA,"2004-06-20",-122.009767,38.448376
"Marin County","Corte Madera",94925,"19 Pixley Avenue \#20",520000,2,2200,1056,"1972","2005-11-06",-122.526757,37.925763
"Contra Costa County","San Ramon",94582,"3552 Sandalford Way",921000,NA,NA,NA,NA,"2005-03-27",-121.952138,37.75735
"Contra Costa County","Brentwood",94513,"834 Altessa Prille",443500,NA,NA,NA,NA,"2004-05-30",-121.741365,37.939429
"Contra Costa County","Hercules",94547,"1000 Salt Spray Terrace",935000,4,7206,2459,"1904","2005-08-28",-122.258742,38.007489
"Santa Clara County","Morgan Hill",95037,"1670 Bradford Way",7e+05,4,10019,2578,"1988","2003-08-10",-121.625314,37.142642
"Solano County","Suisun City",94585,"728 Madonna Drive",380000,3,6000,1434,"1991","2004-09-12",-121.982707,38.251264
"Alameda county","Hayward",94544,"26260 Stanwood Avenue",555500,3,5415,1059,"1952","2005-10-23",-122.084965,37.64361
"Alameda County","San Lorenzo",94580,"27 Paseo Grande",280000,NA,NA,NA,NA,"2005-03-27",-122.117799,37.684117
"San Francisco County","San Francisco",94121,"5844 California Street",1189000,NA,1750,2670,"1922","2004-11-07",-122.480135,37.784112
"Sonoma County","Petaluma",94952,"410 Via Gigi Street",340000,NA,20909,NA,NA,"2003-09-07",-122.631276,38.245849
"San Francisco County","San Francisco",94107,"88 Townsend Street #423",605000,NA,NA,NA,NA,"2005-03-13",NA,NA
"Alameda County","Oakland",94611,"4491 Montgomery Street #5",580000,2,NA,1957,"1983","2004-05-23",NA,NA
"Contra Costa County","Moraga",94556,"1742 Spyglass Lane",657000,2,7387,1975,"1985","2004-03-21",-122.144352,37.835374
"Contra Costa County","Oakley",94561,"221 Almondtree Lane",305000,2,3600,1411,"1984","2004-04-25",-121.697814,37.986707
"San Mateo County","Daly City",94014,"1013 San Gabriel Circle #406",450000,NA,NA,NA,NA,"2004-11-14",NA,NA
"Contra Costa County","Richmond",94804,"2615 Bayfront Court",467000,2,NA,1101,"1996","2006-05-21",-122.346341,37.916503
"San Mateo County","Belmont",94002,"300 Davey Glen Road",320000,NA,NA,NA,NA,"2004-08-15",-122.284985,37.525193
"Solano County","Benicia",94510,"270 West K Street",515000,3,6098,1540,"1964","2004-04-25",-122.159744,38.054612
"Santa Clara County","Willow Glen",95125,"1061 Broadway Avenue",1083000,2,9148,703,"1918","2004-02-01",-121.900555,37.311815
"Solano County","Fairfield",94534,"3800 Rollingwood Drive",630000,4,9490,2230,"1994","2005-07-10",-122.054256,38.257763
"Contra Costa County","Concord",94520,"3568 Hillsborough Drive",428000,3,6000,1134,"1960","2004-09-12",-122.03424,38.001095
"Santa Clara County","Campbell",95008,"213 Shelley Avenue #A",490000,3,1307,1870,"1981","2003-11-30",NA,NA
"Solano County","Fairfield",94534,"5047 Lynbrook Drive",430000,4,5549,2123,"1989","2004-06-13",-122.141647,38.182577
"San Francisco County","San Francisco",94133,"1069 Broadway #B",699000,1,NA,765,"1909","2003-10-05",NA,NA
"Marin County","Novato",94949,"118 Pelican Lane",613000,3,1598,1731,"1990","2005-06-26",-122.535667,38.046083
"Alameda County","Oakland",94611,"2005 Pleasant Valley Avenue",3e+05,1,NA,660,"1975","2005-12-25",-122.251183,37.833852
"San Mateo County","San Carlos",94070,"3 Violet Lane",875000,NA,NA,NA,NA,"2003-05-04",-122.263278,37.499187
"Santa Clara County","Evergreen",95121,"1483 Colt Way",640000,5,6098,1936,"1974","2004-12-12",-121.810121,37.301367
"Santa Clara County","Blossom Valley",95123,"300 Tradewinds Drive \#3",395000,2,1307,959,"1970","2005-10-30",NA,NA
"Alameda County","Union City",94587,"34225 Aspen Loop",898000,5,5719,2300,"1999","2005-07-10",-122.014833,37.599313
"Alameda County","Oakland",94602,"2901 MacArthur Boulevard \#112",305000,2,16964,790,"1991","2005-05-08",-122.208051,37.798407
"Sonoma County","Sonoma",95476,"553 East Thomson Avenue",408000,3,5663,1256,"1991","2004-02-15",-122.475763766679,38.3123332333443
"Santa Clara County","Cupertino",95014,"21733 Regnart Court",1760000,4,27007,3609,"1971","2004-04-11",-122.054978,37.302982
"San Mateo County","Millbrae",94030,"13 Robert Place",765000,3,5040,1290,"1947","2005-07-24",-122.398783,37.603775
"Solano County","Benicia",94510,"284 East 2nd Street",443000,3,1289,1409,"1984","2004-09-05",-122.158894,38.045377
"Contra Costa County","El Cerrito",94530,"325 Coronado Street",697000,4,5200,1788,"1953","2006-01-15",-122.297259,37.901216
"Santa Clara County","North San Jose",95131,"1972 Moriset Way",855000,NA,NA,NA,NA,"2005-08-28",-121.889876,37.38631
"Santa Clara County","Blossom Hill",95136,"548 Gaundabert Lane",505000,3,7405,1673,"1974","2003-12-21",NA,NA
"Alameda County","Dublin",94568,"3899 Windham Court",529000,3,3814,1634,NA,"2003-06-08",-121.925676,37.714179
"Contra Costa County","San Ramon",94582,"7642 Stellaria Lane",655000,2,NA,1351,"2001","2005-07-24",-121.929698,37.775822
"Santa Clara County","Berryessa",95133,"1055 North Capitol Avenue #184",203500,1,768,632,"1981","2003-06-15",NA,NA
"Alameda County","Livermore",94550,"2144 Crossroads Place",879000,4,12172,2738,"1998","2004-05-09",-121.796488,37.65511
"Contra Costa County","Concord",94518,"1060 Oak Grove Road \#79",320000,2,174240,910,"1973","2005-12-18",-122.038585,37.954564
"Contra Costa County","Pleasant Hill",94523,"448 Iron Hill Street",9e+05,4,7754,2632,"1999","2004-08-15",-122.099122,37.949014
"Santa Clara County","Evergreen",95122,"2131 Newton Avenue",515000,3,5663,1119,"1959","2004-11-28",-121.833635,37.342577
"Santa Clara County","Cambrian",95124,"5497 Tesoro Court",835000,4,6970,1852,"1968","2005-01-16",-121.928915,37.255593
"Contra Costa County","Concord",94521,"4092 Poplar Avenue",375000,3,8470,1374,"1957","2003-06-15",-121.994513,37.976888
"San Mateo County","San Mateo",94401,"240 North Bayshore Boulevard \#312",455000,2,NA,1020,"1982","2005-12-11",-122.320747,37.576979
"Santa Clara County","North San Jose",95134,"4258 Cosenza Loop",390000,2,871,850,"1993","2004-05-23",-121.960481,37.415064
"Marin County","Novato",94947,"1349 Denlyn Street",6e+05,3,8140,1132,"1955","2004-11-07",-122.564825,38.083652
"Alameda County","Oakland",94605,"3281 Blandon Road",650000,3,6400,2030,"1961","2006-04-02",-122.155773,37.759632
"Santa Clara County","San Jose",95131,"2469 Jubilee Lane",365000,2,1742,966,"1990","2004-12-26",-121.889876,37.38631
"Santa Clara County","Santa Clara",95054,"4703 Cheeney Street",550000,3,2178,1667,"1998","2003-09-21",-121.9647,37.399698
"Alameda County","Alameda",94501,"1006 Taylor Avenue",560000,2,2812,1143,"1925","2006-01-29",-122.26844,37.772319
"Alameda county","Oakland",94610,"424 Orange Street \#108",3e+05,1,NA,640,"1973","2005-10-02",-122.255276,37.817519
"Alameda County","Oakland",94611,"47 Evirel Place",710000,2,7260,975,"1955","2005-10-23",-122.202275,37.838312
"San Mateo County","Montara",94037,"115 Seacliff Court",1604000,1,11088,1290,"1934","2004-01-25",-122.516104,37.542907
"Contra Costa County","Antioch",94509,"1490 Viera Avenue",330000,2,20100,1468,"1950","2004-04-25",-121.772548,38.002874
"Santa Clara county","Berryessa",95132,"2652 Autumnvale Drive",367000,3,3750,1248,"1973","2003-06-15",-121.882491,37.40612
"Alameda County","Oakland",94611,"4101 Howe Street \#110",469000,NA,NA,940,"1966","2006-05-14",-122.25397,37.827247
"Alameda County","Fremont",94539,"46887 Fernald Common",295000,NA,NA,NA,NA,"2004-04-11",-121.924522,37.489772
"Santa Clara County","Palo Alto",94303,"3089 Higgins Place",1027000,3,12632,1014,"1953","2005-03-13",-122.117345,37.438312
"Santa Clara County","Evergreen",95121,"3683 Cedar Knoll Court",849000,4,3485,2195,"1999","2005-09-11",-121.81145,37.305714
"San Francisco County","San Francisco",94127,"552 Melrose Avenue",645000,NA,3092,902,"1940","2004-10-10",-122.453226,37.733378
"Santa Clara county","South San Jose",95111,"4950 Scarlett Way",550000,3,6098,1524,"1980","2005-01-16",-121.799111,37.274404
"Alameda County","Oakland",94619,"3209 Lorenzo Avenue",290000,2,4080,823,"1921","2003-10-19",-122.202511,37.78828
"Santa Clara County","Santa Clara",95050,"870 Fremont Street \#204",490000,2,871,1280,"1980","2006-04-23",-121.944501,37.352006
"Alameda County","Fremont",94536,"38624 Country Terrace",275000,2,NA,928,"1979","2004-05-02",-121.989689,37.553746
"Napa County","Napa",94558,"62 Verona Way",1050000,NA,NA,NA,NA,"2005-07-31",-122.298885,38.304764
"Solano County","Fairfield",94534,"4306 Spring Creek Court",430000,5,5300,2594,"2001","2003-06-29",-122.054256,38.257763
"San Francisco County","San Francisco",94108,"850 Powell Street \#802",1300000,NA,NA,1808,"1978","2005-09-11",-122.409271,37.792576
"Contra Costa county","Walnut Creek",94598,"1904 Appia Court",487500,2,2465,1431,"1985","2004-03-21",-122.026188,37.91878
"Contra Costa County","San Ramon",94583,"7571 Northland Place",550000,4,7000,1745,"1972","2003-12-07",-121.944191,37.731758
"Santa Clara County","West San Jose",95129,"6889 Melvin Drive",945000,3,7841,1611,"1956","2006-03-19",-122.025509,37.306607
"Santa Clara County","Gilroy",95020,"7651 Rosanna Street",523000,3,6970,1272,NA,"2005-07-03",-121.574371,37.009708
"Alameda county","Hayward",94542,"1450 Highland Boulevard",675000,4,NA,2366,"1947","2005-07-17",-122.065326,37.664631
"Sonoma County","Santa Rosa",95407,"3276 Moorland Avenue",3e+05,3,2616649,1106,"1992","2003-05-11",-122.71843,38.397784
"Santa Clara County","Milpitas",95035,"138 Marylinn Drive",395000,2,3049,1378,"1983","2004-10-17",-121.909643,37.436529
"Alameda County","Oakland",94611,"3768 Harrison Street #204",228000,1,NA,936,"1971","2003-09-14",NA,NA
"San Mateo county","Brisbane",94005,"5 Thomas Avenue",645000,1,19372,890,"1935","2004-01-04",-122.39695,37.680294
"Sonoma County","Sonoma",95476,"19276 Arnold Drive",937000,3,59677,1580,"1950","2006-01-29",-122.489844,38.294905
"Alameda County","Fremont",94536,"4211 Vincente Street",380000,4,7131,1387,"1967","2004-09-12",-122.031963,37.568333
"San Mateo county","Redwood City",94062,"375 Topaz Street",7e+05,3,5250,1470,"1951","2004-06-27",-122.247488,37.471671
"Sonoma County","Petaluma",94952,"1047 Rancho Lindo Drive",939000,4,20909,3056,"1990","2004-10-03",-122.621927,38.217645
"San Mateo County","Foster City",94404,"712 Coronado Lane",849000,3,4500,2110,"1977","2004-11-14",-122.271034,37.550302
"Alameda County","Hayward",94541,"25111 Oakridge Court",370000,3,1771,1365,"1973","2004-06-27",-122.056115,37.6675
"San Mateo County","Burlingame",94010,"1204 Palm Drive",1675000,4,3870,2420,"2003","2005-03-27",-122.356128,37.582201
"Contra Costa County","Danville",94526,"15 Sorrento Court",836000,3,22550,1847,"1966","2003-09-14",-122.002769,37.813671
"Santa Clara County","Gilroy",95020,"9730 Linnet Court",835000,5,11326,3012,NA,"2004-09-26",-121.58008,37.012048
"San Francisco County","San Francisco",94132,"8300 Oceanview Terrace #210",401000,NA,NA,NA,NA,"2004-06-06",NA,NA
"Alameda County","Dublin",94568,"3290 Maguire Way #404",417000,NA,NA,NA,NA,"2004-11-07",NA,NA
"Solano County","Vallejo",94589,"348 Amber Avenue",316000,4,6969,1313,"1978","2004-01-04",-122.247151,38.134105
"Contra Costa County","Walnut Creek",94595,"1670 Newell Avenue",475000,4,9583,1522,"1979","2003-08-31",-122.062429,37.89158
"San Mateo County","South San Francisco",94080,"2400 Wren Court",765000,3,2450,1580,"1975","2005-09-25",-122.453603,37.645443
"Santa Clara County","Mountain View",94043,"175 Evandale Avenue #9",490000,3,3049,1308,"1981","2004-05-23",NA,NA
"Alameda county","Fremont",94536,"63 Blaisdell Way",495000,4,6050,1372,"1984","2003-11-30",-121.994332,37.562218
"San Francisco County","San Francisco",94109,"119 Leroy Place",1149000,NA,NA,1667,"1910","2003-11-23",-122.415143,37.792332
"Sonoma County","Santa Rosa",95403,"4645 Aptos Court",774000,4,12317,2559,"1988","2005-10-02",-122.745256,38.498877
"Contra Costa County","Pleasant Hill",94523,"51 Monte Cresta Avenue",280000,2,NA,800,"1978","2004-11-14",-122.0706,37.934559
"Contra Costa County","San Ramon",94582,"775 Watson Canyon Court",519000,2,NA,914,"1988","2006-05-07",-121.949342,37.774961
"Contra Costa County","Richmond",94806,"1527 27th Street",340000,2,2800,1007,"1963","2004-10-10",-122.34289,37.954266
"Santa Clara County","Morgan Hill",95037,"2146 Darnis Circle",529000,2,436,1674,"1984","2005-01-30",-121.643166,37.126795
"Marin County","Mill Valley",94941,"120 Morningsun Avenue",928000,4,5760,1640,"1923","2006-02-26",-122.529353,37.888439
"Contra Costa County","Pittsburg",94565,"1975 Seward Drive",287000,3,5555,1143,"1985","2003-11-02",-121.878663,38.017887
"Santa Clara County","Blossom Hill",95123,"528 Cozy Drive",729000,5,6098,2384,"1968","2004-12-05",NA,NA
"San Mateo County","Half Moon Bay",94019,"217 Central Avenue",1050000,4,6000,2337,NA,"2004-05-30",-122.442384,37.460284
"Contra Costa County","Danville",94526,"155 Gil Blas Road",515000,2,9375,982,"1949","2003-10-26",-121.983217,37.822215
"Sonoma county","Santa Rosa",95404,"1014 Bennett Valley Road",480000,3,6534,2193,"1948","2005-08-21",-122.706698,38.43166
"Marin County","Mill Valley",94941,"35 Eucalyptus Knoll Street",785000,2,1250,1745,"1981","2005-03-06",-122.521294,37.893439
"Santa Clara County","Evergreen",95138,"5810 Silver Leaf Road",455000,3,4792,1187,"1981","2004-02-22",-121.781872,37.246939
"Sonoma County","Santa Rosa",95409,"5540 Rainbow Circle",640000,3,5003,1819,"1997","2006-03-19",-122.650135,38.466075
"Santa Clara County","Berryessa",95132,"3911 Suncrest Avenue",849000,4,14375,2392,"1980","2004-09-05",-121.825577,37.401215
"Solano County","Vallejo",94589,"1333 North Camino Alto \#212",149500,NA,435,NA,"1974","2005-07-17",-122.250741,38.152068
"Santa Clara County","Morgan Hill",95037,"749 Lilly Lane",390000,2,2178,945,"1993","2005-07-17",-121.635285,37.12856
"Alameda County","Fremont",94536,"38455 Bronson Street #226",181000,1,NA,750,"1970","2003-12-14",NA,NA
"San Mateo county","Daly City",94014,"62 Oriente Street \#64",920000,NA,5000,NA,NA,"2006-06-04",-122.414006,37.706939
"San Mateo County","San Mateo",94401,"249 Elm Street #205",459000,2,1136,1060,"1975","2005-02-13",NA,NA
"San Mateo County","South San Francisco",94080,"116 Fir Avenue",465000,3,4590,1110,"1951","2003-06-29",-122.420455,37.650324
"Santa Clara County","Cupertino",95014,"19508 Howard Court",1310000,4,6098,2298,"1999","2005-06-12",-122.041949,37.317492
"Solano County","Vallejo",94591,"650 Oakwood Avenue",182000,3,4791,1020,"1951","2003-08-31",-122.217971,38.097736
"San Francisco County","San Francisco",94109,"1155 Filbert Street \#301",480000,1,NA,620,"1910","2005-12-04",-122.418491,37.800218
"Solano County","Suisun City",94585,"1306 Willow Court",290000,3,6676,1588,"1989","2003-06-22",-122.015594,38.256516
"Contra Costa County","Richmond",94804,"1454 Monterey Street",450000,1,6142,1246,"1943","2005-08-28",-122.320577,37.910624
"Sonoma county","Santa Rosa",95403,"2119 Stonefield Lane",440000,2,NA,1618,"1992","2005-01-23",-122.749769,38.480494
"Santa Clara County","Cupertino",95014,"10243 Parish Place",567500,3,2059,1625,"1976","2003-09-07",-122.029002,37.325206
"Napa County","American Canyon",94503,"31 White Oak Drive",638500,NA,NA,NA,NA,"2005-04-10",-122.241831,38.167198
"San Mateo County","Pacifica",94044,"107 Clarendon Road",950000,5,4860,4020,"1953","2004-12-12",-122.491325,37.629675
"Alameda County","Oakland",94611,"6435 Castle Drive",840000,3,10218,2372,"1956","2004-04-25",-122.189276,37.818182
"Contra Costa county","Clayton",94517,"905 Arrowhead Terrace",665000,3,3690,1797,"1994","2006-02-12",-121.935922,37.949204
"Contra Costa County","Antioch",94509,"21 South Lake Drive",465000,3,7280,1340,"1960","2005-11-20",-121.792534,38.006294
